video_id,algorithm,precision,recall,f1,tp,fp,fn,mean_distance,mean_KL_GT_to_PRED,mean_KL_PRED_to_GT,mean_symmetric_KL
9,JPDA,0.12714271721030462,0.9976940814757879,0.22554300608166808,1298,8911,3,1.6996395683752643,0.4461057313502108,6.016106305234814,3.2311060182925124
9,GM-PHD,1.0,0.4511913912375096,0.6218220338983051,587,0,714,1.7884812966582604,6.519225983736268,5.905715064138462,6.212470523937366
9,PMBM-lite,0.8311582381729201,0.7832436587240584,0.8064899089829839,1019,207,282,2.0836999482723337,2.394379909179702,1.1126969509089182,1.7535384300443098
